id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
5769,yamaha,nvx,tay ga,100 175 cc,24.0,20000,6.0,3278.688524590164,120000.0,3.2188758248682006,yamaha nvx 2019 biển tphcm yamaha nvx tay ga 100 175 cc cần bán xe yamaha nvx 155 abs phuộc dầu đời 2019 bstphcm giấy tờ đầy đủ có ký hợp đồng mua bán từ chủ cũ sang mình có công chứng odo 20 k máy móc hoạt động bình thường giá 24 tr nvx yamaha 155 abs
5770,yamaha,exciter,xe số,100 175 cc,14.8,123456,15.0,8175.8940397351,1851840.0,2.760009940032921,cần bán ex up áo 2010 dọn full mới yamaha exciter xe số 100 175 cc cần bán êx 135 dọn full mới chạy cực kì sướng full chất năng biển số 48 trước mua 21 tr có giấy cửa hàng kẹt tiền cần bán lại cho ae chs máy cực kì chất giấy tờ đầy đủ bao tranh chấp viết giấy cửa hàng
5771,honda,sonic,tay côn moto,100 175 cc,20.3,20000,6.0,3278.688524590164,120000.0,3.0587070727153796,bán xe honda sonic tay côn moto 100 175 cc xe hoạt động bình thường do gia đình không hài lòng về chiếc xe vì người đi lớn tuổi nên nhường lại cho các ace trẻ tuổi giấy tờ hợp lệ mới công chứng ủy quyền lần đầu
5772,honda,wave,xe số,50 100 cc,7.0,423568,14.0,30040.28368794326,5929952.0,2.0794415416798357,honda wave a xe đang đi hằng ngày honda wave xe số 50 100 cc mk cần tiền nên bán chiếc xe như ảnh xe mk đi học đi làm 3 4 năm nay chưa gắp lỗi vấn đề nào về động cơ và sửa chữa bên trong động cơ nchung xe chạy tốt đi xa đi đâu đều êm khỏe mua về đổ xăng chạy có giấy mk ở suối tiên ạ giá nhẹ
5773,yamaha,xsr,tay côn moto,100 175 cc,57.0,30000,3.0,9677.41935483871,90000.0,4.060443010546419,yamaha xsr 155 đk 2022 yamaha xsr tay côn moto 100 175 cc xe chính chủ biển số hà tĩnh lên các đồ cơ bản khung chống đổ che két nước gù xéo gi đông pad biển số che két nước pô yusimura r77 loại tốt full tiêu còn pô zin dán full bình xăng baga thùng givi 32 l adv xe chạy giữ gìn chưa đâm đụng đã bào trì bảo dưỡng l1 thường xuyên thay nhớt mỗi 3000 km đã thay nhông xích hãng lốp sau michelin
5774,honda,vario,tay ga,100 175 cc,38.8,11,1.0,10.0,11.0,3.6838669122903918,vario 125 dk 2024 honda vario tay ga 100 175 cc honda vario 125 cc đk 2024 xe đẹp đi hơn 11 k máy móc nguyên zin bs 99187 bs 60 chính chủ ủy quyền mua bán 5 s 37 979 797 hotline giao lưu thể loại địa chỉ 170 tây hòa tp thủ đức tphcm
5775,honda,sh,tay ga,100 175 cc,90.0,26818,7.0,3777.1830985915494,187726.0,4.51085950651685,bán sh biển số tp honda sh tay ga 100 175 cc do nhà dư chiếc sh nên muốn bán để ở nhà ko chạy nên muốn bán cho ai cần
5776,honda,vario,tay ga,100 175 cc,36.0,39000,7.0,5492.957746478874,273000.0,3.6109179126442243,dư xe kh chạy nên em bán ạ honda vario tay ga 100 175 cc vairio 150 2018 odo 39 k xe em dọn full đồ xịn ạ ae nào kh thích đồ chơi em về zin trừ tiền thẳng luôn ạ xe em mới dọn trước tết 12 tr còn bill xe ở bình thạnh hcm ae hợp nhãn lh e
5777,piaggio,vespa,tay ga,100 175 cc,48.5,43000,6.0,7049.180327868853,258000.0,3.901972669574645,vespa sprint 1 chủ 2020 xe rất mới cần bán nhanh piaggio vespa tay ga 100 175 cc vespa sprint 9 2019 được trang bị động cơ i get công nghệ tiên tiến của piago xe còn 2 chìa khóa bão dưỡng đầy đủ xe zin đẹp 1 chủ mua mới từ đầu bao công chứng
5778,sym,galaxy,tay côn moto,100 175 cc,5.0,55000,7.0,7746.478873239437,385000.0,1.791759469228055,sym galaxy port sym galaxy tay côn moto 100 175 cc thanh lý sym galaxy sport côn tay phuộc sau đã thay xe chính chủ giấu tờ đầy đủ si ai vần inbox
5779,yamaha,sirius,xe số,100 175 cc,7.89,66191,9.0,7273.736263736264,595719.0,2.1849270495258133,bán gap sirius fi 115 cc yamaha sirius xe số 100 175 cc xe đi bình thường dung tích 115 cc đăng ký 2016 biển số bình dương ko chính chủ cốp xe ko khóa được
5780,yamaha,exciter,tay côn moto,100 175 cc,10.0,120000,7.0,16901.408450704228,840000.0,2.3978952727983707,exciter 150 yamaha exciter tay côn moto 100 175 cc xe chính chủ bao sang tên ủy quyền ai cần liên hệ
5781,honda,sh,tay ga,100 175 cc,35.0,66000,10.0,6534.653465346535,660000.0,3.58351893845611,bán xe sh vn 150 i đời 2015 honda sh tay ga 100 175 cc mô tả chi tiết do nhu cầu ít đi và không sử dụng nhiều nên muốn bán chiếc xe như hình xe giấy tờ đầy đủ hỗ chợ sang tên nếu có nhu cầu ae bb có nhu cầu mua bán alo trực tiếp
5782,honda,air blade,tay ga,100 175 cc,35.5,38000,7.0,5352.112676056338,266000.0,3.597312260588446,ab 2018 siêu cọp odo 3800 km honda air blade tay ga 100 175 cc xe ab 2018 siêu cọp trùm mền odo 3800 km siêu nét như dắt hãng biển số sg
5783,piaggio,vespa,tay ga,100 175 cc,44.0,32000,7.0,4507.042253521127,224000.0,3.8066624897703196,vespa sprint 2018 iget abs chính chủ piaggio vespa tay ga 100 175 cc vespa sprint 2018 iget abs chính chủ xe máy móc zin nguyên bản 2 chìa 2 kiếng zin mua bán công chứng liền giá 44 t xem xe dĩ an hoặc linh xuân thủ đức lh
5784,piaggio,vespa,tay ga,100 175 cc,40.0,50000,8.0,6172.83950617284,400000.0,3.713572066704308,vespa sprint 2017 iget abs chính chủ piaggio vespa tay ga 100 175 cc sprint 2017 iget abs chính chủ xe zin nguyên bản 2 kiếng zin mua bán công chứng liền giá 40 t xem xe dĩ an hoặc linh xuân thủ đức lh
5785,honda,vario,tay ga,100 175 cc,34.5,29000,6.0,4754.098360655738,174000.0,3.56953269648137,xe vario 2019 chính chủ 1 đời chủ honda vario tay ga 100 175 cc cần bán xe vario 2019 odo29k xe chính chủ 1 đời chủ xe nhà đi rất kĩ máy nguyên zin còn êm ru về đổ xăng là đi thoải mái ae test xe thoải mái giá còn thương lượng cho ae có thiện chí ae lh sđt này nha
5786,yamaha,exciter,tay côn moto,100 175 cc,49.0,30000,15.0,1986.7549668874174,450000.0,3.912023005428146,cần bán ex 210 5 p71 yamaha exciter tay côn moto 100 175 cc có hỗ trợ quẹt thẻ tín dụng 0 có bán trả góp qua ngân hàng chỉ cân cccd chíp k nợ xấu hỗ trợ góp ko cần đưa trước vẫn được bán exciter 5 p71 cuốii 2009 bstp chính chủ dọn full new đẹp long lanh máy móc zin cực kì ngon máy êm ru ngon lành bao k hề hú hí tiêt kiệm xăng dàn ngoài con rất đẹp liền lạc sạch sẽ ok dàn chân cứng cáp sạch sẽ mới keng xe đi giữ kĩ thay nhớt bảo dưỡng thường xuyên ae về chi việc đổ xăng là vi vu giá 49 tr liên hệ nghĩa xem xe tại tam binh thủ đức
5787,yamaha,exciter,tay côn moto,100 175 cc,5.0,77777,11.0,7006.936936936937,855547.0,1.791759469228055,thanh lý exciter yamaha exciter tay côn moto 100 175 cc thanh lý exciter đăng ký 2014 chính chủ bán thanh lý nhanh gọn ưu tiên cho ae mua về dọn tân trang lh xe ở hiệp bình phước thủ đức
5788,honda,vision,tay ga,100 175 cc,17.0,25536,8.0,3152.5925925925926,204288.0,2.8903717578961645,xe vision ngoại hình đẹp máy êm chính chủ honda vision tay ga 100 175 cc xe ngoại hình đẹp nữ chạy nên bảo quản rất kĩ giấy tờ chính chủ
5789,honda,wave,xe số,100 175 cc,25.0,29000,1.0,26363.63636363636,29000.0,3.258096538021482,wave chinh chủ sang ten nhanh gon honda wave xe số 100 175 cc mới mua chưa 1 nam vợ muon doi xe khác can thanh lý gap trong ngày
5790,honda,air blade,tay ga,100 175 cc,12.5,100000,11.0,9009.009009009009,1100000.0,2.6026896854443837,ab 2014 biển sg honda air blade tay ga 100 175 cc lên sóng em ab 2014 biển sg máy móc bao êm chất xe mới bảo dưỡng họng xăng họng ga kim phun vệ sinh nồi xe giấy tờ đầy đủ giá 12 5 tr xem xe thủ đức
5791,aprilia,sr gt 200,tay ga,100 175 cc,72.0,10000,3.0,3225.806451612903,30000.0,4.290459441148391,bán xe sr gt 200 ít sử dụng do đi oto aprilia sr gt 200 tay ga 100 175 cc xe biển hcm ít sử dụng còn rất mới liên hệ
5792,honda,wave,xe số,100 175 cc,11.0,50000,7.0,7042.253521126761,350000.0,2.4849066497880004,wave 110 2018 máy móc zin bstp xem xe tai nha honda wave xe số 100 175 cc wave 110 cuối 2018 may móc dàn áo zin còn mới máy nổ thì thầm như chó thở zin từ a z bstp thích hợp ae nào mua về chạy grad mua bán tại nhà viet giây buồn bán công chứng rõ ràng tại nhà có hộ trợ ae nào muốn sang tên giá nhanh lẹ có bớt chúc lộc
5793,yamaha,pg 1,tay côn moto,100 175 cc,26.5,8000,1.0,7272.727272727272,8000.0,3.3141860046725258,cần bán chiếc pg1 xe chính chủ bao kỷ giấy yamaha pg 1 tay côn moto 100 175 cc tính trạng xe còn mới 99 mua mới xe đẹp hoạt động bình thường chỉ chạy đi làm từ nhà đến cty đăng ký năm 2024 do kẹt tiền nên đành chia tay muốn bán gấp nên ra đi giá này xe nhà đi ko phải xe tiệm hay co lái ace thiện chí mua xin gọi đt để liên lạc vì bân đi làm nên ko trả lời được tn xin mọi người thông cảm
5794,honda,rebel,tay côn moto,trên 175 cc,35.0,210000,38.0,5511.811023622047,7980000.0,3.58351893845611,bán xe honda rebel 250 nhật honda rebel tay côn moto trên 175 cc xe honda rebel 250 nhật đời 86 87 xe đi kỹ máy còn zin chạy êm
5795,honda,winner,tay côn moto,100 175 cc,15.0,86000,6.0,14098.360655737706,516000.0,2.772588722239781,xe mới bảo dưỡng bên a phú 127 racing honda winner tay côn moto 100 175 cc xe pxl bô zin móc giàn áo khá đẹp máy móc êm ms bảo giưỡng 1 đời chủ không té ngã
5796,honda,winner,tay côn moto,100 175 cc,17.5,27000,7.0,3802.816901408451,189000.0,2.917770732084279,honda winner v1 2018 chính chủ sang tên bstp honda winner tay côn moto 100 175 cc xe cũ cần bán lại có thương lượng thêm bstp dễ sang tên
5797,yamaha,exciter,tay côn moto,100 175 cc,10.0,12345,13.0,942.3664122137404,160485.0,2.3978952727983707,ex 2012 xuống áo bị hở bạc kêu dên yamaha exciter tay côn moto 100 175 cc có bớt cho ae do cần tiền gấp xe cavet 09 c bị lỗi báo số 134 ko sáng a trả giá nhẹ nhẹ em bớt bán cho ạ em ở thủ đức mua bán tại nhà biển số 62
5798,yamaha,exciter,tay côn moto,100 175 cc,11.0,100000,12.0,8264.462809917355,1200000.0,2.4849066497880004,bán gấp exciter 135 yamaha exciter tay côn moto 100 175 cc cần bán chiếc ex 135 5 số mua năm 2013 chính chủ đăng ký biển phú yên xe nguyên zin giá bán 11 triệu ưu tiên anh em mua ngay vì nhà không chỗ để mình ở hiệp bình chánh tp thủ đức
5799,suzuki,axelo,xe số,trên 175 cc,6.0,0,8.0,0.0,0.0,1.9459101490553132,kẹt tiền bán lại suzuki axelo xe số trên 175 cc aem nào cần xe đi làm thì liên hệ
5800,honda,air blade,tay ga,100 175 cc,11.0,35,13.0,2.67175572519084,455.0,2.4849066497880004,xe bán chính chủ honda air blade tay ga 100 175 cc xe chạy ngon máy móc im mua về là chạy xe chính chủ mua bán xong ra phòng công chứng luôn
5801,honda,blade,xe số,100 175 cc,8.0,44444,8.0,5486.913580246914,355552.0,2.1972245773362196,xe honda blade đời 2017 honda blade xe số 100 175 cc xe một đời chủ mua năm 2017 máy móc nguyên zin mới thay cặp lốp mới sịn do chuyển qua xe điện nên không còn nhu cầu sử dụng
5802,honda,winner x,tay côn moto,trên 175 cc,25.5,16200,2.0,7714.285714285714,32400.0,3.2771447329921766,honda winner x v3 2023 phiên bản thể thao abs honda winner x tay côn moto trên 175 cc winner x v3 sản xuất 12 2022 phiên bản cao cấp abs đăng kí chính chủ mua mới 1 2023 tại quận 3 hcm sử dụng khoảng 16 300 km còn bh chính hãng đến 12 2025 đã bảo dưỡng định kì chính hãng 5 lần gần nhất là 3 2025 xe chạy kỉ chỉ đi làm 1 ngày gần 20 km không té ngã tai nạn đủ phụ kiện theo xe
5803,honda,vision,tay ga,100 175 cc,12.5,20000,12.0,1652.892561983471,240000.0,2.6026896854443837,vision bs60 ngay chủ honda vision tay ga 100 175 cc nhà dư xe cần bán vision 9 12 2013 bs60 xe máy móc zin chưa chạm bình đề máy móc im ru mới bão dưỡng full xe ae nào có thiện chí alo miễn tiep cò lái trã giá
5804,honda,winner x,tay côn moto,100 175 cc,20.0,22000,3.0,7096.774193548387,66000.0,3.044522437723423,xe winner x v3 hiệu honda đăng ký 2022 màu đen honda winner x tay côn moto 100 175 cc xe máy móc êm it chạy cần ra đi để lên đời xe khác
5805,honda,msx 125,tay ga,50 100 cc,11.0,275000,13.0,20992.36641221374,3575000.0,2.4849066497880004,bán xe vison2012 honda msx 125 tay ga 50 100 cc xe vison2012 xe ít đi còn mới xe màu đỏ đô
5806,honda,cub,xe số,dưới 50 cc,4.5,12345,44.0,279.93197278911566,543180.0,1.7047480922384253,xe cub 81 lên cub châu âu honda cub xe số dưới 50 cc máy bao êm bao chạy ae mua qua trực tiếp xem xe bao như lời nói cảm ơn ad duỵet
5807,honda,wave,xe số,100 175 cc,3.3,123456,14.0,8755.744680851065,1728384.0,1.4586150226995167,cần bán xe wave máy êm có giấy tờ đề phát nổ honda wave xe số 100 175 cc cần bán xe giấy tờ đầy đủ đề phát nổ có đèn kèng ok máy chạy mạnh
5808,yamaha,janus,tay ga,100 175 cc,19.2,180000,3.0,58064.51612903226,540000.0,3.005682604407159,yamaha janus fi máy zin êm 2022 yamaha janus tay ga 100 175 cc bán xe janus 2022 chính chủ bs60 xe đẹp máy êm vọt xe mua chuẩn đờiv2022 ace nào thích dòng này thì chốt ngay nha vui lòng alo trực tiếp ko trả lời tin nhắn và chat
5809,hãng khác,dòng khác,xe số,100 175 cc,4.7,123456,11.0,11122.162162162162,1358016.0,1.7404661748405046,cần ban xe draem hãng khác dòng khác xe số 100 175 cc cần bán xe draem giay to dd co cccd chu may moc ngon lành di cày di nhau
5810,yamaha,sirius,xe số,100 175 cc,8.0,999999,15.0,66225.09933774834,14999985.0,2.1972245773362196,xe sirus đen xám máy êm biển bình dương yamaha sirius xe số 100 175 cc xe máy êm biển số bình dương giấy tờ đầy đủ màu xe xuống theo thời gian giảm nhẹ cho ae xem xe gần nhà thờ khiết tâm thủ đức
5811,honda,cub,xe số,dưới 50 cc,9.8,999,29.0,34.329896907216494,28971.0,2.379546134130174,xe cub 50 cc đời 78 honda cub xe số dưới 50 cc xe cub 50 cc đời 78 xe zin có giấy tờ đầy đủ xe như hình ae nào có đam mê xe cổ ib mình cảm ơn chợ tốt đã duyệt tin
5812,yamaha,nouvo,tay ga,100 175 cc,5.2,10000,11.0,900.900900900901,110000.0,1.824549292051046,xe nhà it đi lại máy bốc đẹp yamaha nouvo tay ga 100 175 cc phù hợp ae mua về đi làm chạy xe grap xe giấy tờ đầy đủ có fix nhẹ cho ae ở xa sdt
5813,piaggio,liberty,tay ga,100 175 cc,7.9,30000,13.0,2290.0763358778627,390000.0,2.186051276738094,cần bán xe liberty piaggio liberty tay ga 100 175 cc xe đẹp có thương lượng ai cần mua liên hệ
5814,honda,air blade,tay ga,100 175 cc,15.5,29000,14.0,2056.7375886524824,406000.0,2.803360380906535,ab 110 fi 2011 áo thái honda air blade tay ga 100 175 cc ab 110 fi 2011 vn áo thái xe mới 90 đi lợi xăng máy êm giá 15 500 tr thương lượng tôi chính chủ k phải dân mua bán tks ace
5815,honda,air blade,tay ga,100 175 cc,6.7,123456,17.0,7219.649122807017,2098752.0,2.0412203288596382,cần bán ab đẹp máy chạy cực kì ngon honda air blade tay ga 100 175 cc cần bán ab máy zin 100 chạy ngon máy êm ru xe người lớn tuổi chạy rất kỹ cần bán ạ giấy tờ đầy đủ giao cavet viết giất bao tranh chấp trọn đời ạ xe về đỗ xăng chạy k tốn thêm ngàn nào có ship tphcm giá bớt tiền xăng
5816,honda,cub,xe số,50 100 cc,1.0,100000,16.0,6211.1801242236015,1600000.0,0.6931471805599453,giá bớt cho ít honda cub xe số 50 100 cc xe chạy ok về đi làm hộp lý máy hơi kêu
5817,hãng khác,dòng khác,tay ga,dưới 50 cc,12.0,10000,2.0,4761.9047619047615,20000.0,2.5649493574615367,xa ga minion gogo hãng khác dòng khác tay ga dưới 50 cc này em bán giùm chủ là người hàn nên moin người có thể tới xem xe ạ
5818,honda,wave,xe số,100 175 cc,5.5,55000,16.0,3416.149068322981,880000.0,1.8718021769015913,rsx biển tphcm giấy tờ ủy quyền đầy đủ honda wave xe số 100 175 cc rxs biển số quận 4 giấy tờ mua bán ủy quyền đầy đủ xe đang chạy do nghĩ cty hiện tại nên dư xe này xe không lỗi lầm bất cứ vấn đề gì chỉ có bình hơi yếu sạc lại oke bt ae qua xem xe chạy có lỗi gì mình gửi lại tiền cafe xe hiện tại vẫn đang chạy giao hàng chỉ có dàn áo đầu hơi rơ do gãy 1 2 bass mão đầu thôi ae mua về đi làm thoải mái mà giá lại mềm không cần tu sửa máy móc thêm giấy tờ ủy quyền đầy đủ do xe để bên kho nên chưa chụp được cụ thể chi tiết ae thiện chí mua thì mai qua làm tôi chụo chi tiết gửi ae xem bao lỗi cho ae mua về sd
